Date,City,Program,Campaign,Donor_Type,Donation_Amount_INR,Beneficiaries,Volunteers,Expenses_INR,Event_Type,Gender_Focus,Age_Group,New_Donors,Returning_Donors,Meals_Distributed,Clothes_Distributed,Sanitary_Kits_Distributed,Animals_Fed,Satisfaction_Score
3/29/2025,Mumbai,Education,Back to School,Individual,53860,258,31,35775,Workshop,Children,Mixed,23,29,0,0,0,0,4
3/29/2025,Noida,Education,Back to School,Crowdfunding,75413,144,34,35251,Distribution Drive,Youth,Mixed,11,23,0,0,0,0,4.3
3/30/2025,Ahmedabad,Women Hygiene,Pink Care,Individual,20648,243,15,12958,Training,Women,Teenagers,21,35,0,0,243,0,3.7
3/30/2025,Mumbai,Clothes Distribution,Winter Warmth,NGO Partner,77156,185,18,41987,Awareness Session,All,Mixed,18,22,0,370,0,0,4.6
3/30/2025,Bhopal,Education,Books for All,Individual,67203,109,10,33359,Awareness Session,All,Children,13,24,0,0,0,0,3.8
3/30/2025,Mumbai,Clothes Distribution,Hope Closet,Crowdfunding,42710,206,43,30450,Camp,Children,Teenagers,3,14,0,412,0,0,4.4
3/30/2025,Ahmedabad,Food Distribution,Zero Hunger,Corporate,71187,191,10,47551,Fundraiser,All,Children,11,5,382,0,0,0,3.8
3/30/2025,Bhopal,Food Distribution,Weekend Meal Drive,Individual,32147,152,29,23686,Camp,Youth,Children,22,13,456,0,0,0,3.5
3/31/2025,Ahmedabad,Health Camp,Medical Camp,Crowdfunding,71413,188,14,44542,Workshop,Women,Adults,13,18,0,0,0,0,4.4
3/31/2025,Jaipur,Clothes Distribution,Hope Closet,Corporate,51200,98,35,37216,Training,Women,Teenagers,3,9,0,196,0,0,3.6
3/31/2025,Ahmedabad,Food Distribution,Zero Hunger,Crowdfunding,33038,202,22,16810,Fundraiser,Youth,Adults,22,21,202,0,0,0,4.6
3/31/2025,Bhopal,Health Camp,Medical Camp,Individual,74374,326,24,44925,Workshop,Women,Children,23,10,0,0,0,0,4
3/31/2025,Mumbai,Education,Books for All,Corporate,40891,161,13,19558,Fundraiser,Women,Mixed,21,35,0,0,0,0,4.4
4/1/2025,Bhopal,Women Hygiene,Health Awareness,Individual,62141,104,41,33468,Training,Women,Teenagers,8,27,0,0,104,0,4
4/1/2025,Jaipur,Women Hygiene,Health Awareness,Corporate,43651,82,35,32446,Camp,All,Children,11,11,0,0,82,0,4.9
4/1/2025,Noida,Animal Welfare,Animal Care,Corporate,45512,161,18,26021,Camp,Women,Teenagers,7,16,0,0,0,138,4.6
4/1/2025,Noida,Women Hygiene,Dignity Drive,Individual,42501,173,42,32102,Awareness Session,Youth,Adults,11,13,0,0,173,0,4.8
4/2/2025,Lucknow,Food Distribution,Community Kitchen,Individual,75243,154,14,54216,Awareness Session,All,Children,6,16,462,0,0,0,3.9
4/2/2025,Ahmedabad,Health Camp,Blood Donation,Individual,52837,346,18,38867,Awareness Session,Children,Teenagers,23,23,0,0,0,0,4.2
4/2/2025,Pune,Food Distribution,Community Kitchen,Individual,42158,63,23,30912,Distribution Drive,Youth,Mixed,11,24,63,0,0,0,4.9
4/2/2025,Ahmedabad,Health Camp,Medical Camp,NGO Partner,74217,326,32,36724,Workshop,All,Children,20,19,0,0,0,0,4.1
4/2/2025,Noida,Women Hygiene,Pink Care,Crowdfunding,56444,127,39,44385,Camp,All,Mixed,9,12,0,0,127,0,4.1
4/3/2025,Ahmedabad,Women Hygiene,Pink Care,Corporate,54231,79,23,42090,Fundraiser,Children,Children,21,14,0,0,79,0,4.3
4/3/2025,Indore,Animal Welfare,Animal Care,Crowdfunding,54091,183,14,27963,Fundraiser,Children,Mixed,23,7,0,0,0,97,3.9
4/3/2025,Gwalior,Health Camp,Health Checkup,Individual,56760,208,25,34728,Fundraiser,Youth,Children,5,23,0,0,0,0,4.8
4/3/2025,Bhopal,Food Distribution,Weekend Meal Drive,NGO Partner,70222,245,20,43722,Awareness Session,All,Mixed,18,34,245,0,0,0,3.7
4/3/2025,Delhi,Education,Digital Learning,Corporate,77588,312,37,46570,Training,Children,Adults,5,19,0,0,0,0,3.6
4/4/2025,Jaipur,Food Distribution,Weekend Meal Drive,Corporate,70922,60,30,43479,Camp,Women,Teenagers,20,6,180,0,0,0,4.9
4/4/2025,Jaipur,Clothes Distribution,Festival Donation,Corporate,35656,329,19,16956,Camp,Children,Mixed,10,16,0,329,0,0,3.9
4/4/2025,Gwalior,Animal Welfare,Feed the Strays,NGO Partner,72678,76,16,51511,Fundraiser,All,Mixed,16,30,0,0,0,223,4.5
4/4/2025,Gwalior,Health Camp,Blood Donation,Crowdfunding,42112,263,20,25288,Distribution Drive,Women,Children,22,33,0,0,0,0,3.9
4/4/2025,Delhi,Food Distribution,Zero Hunger,NGO Partner,71009,214,10,49685,Fundraiser,Youth,Adults,16,30,642,0,0,0,4.6
4/4/2025,Lucknow,Education,Back to School,NGO Partner,47568,203,21,36614,Fundraiser,Children,Adults,19,24,0,0,0,0,4.2
4/5/2025,Mumbai,Women Hygiene,Dignity Drive,NGO Partner,43662,271,15,20438,Camp,Children,Children,12,19,0,0,271,0,4.6
4/5/2025,Delhi,Education,Back to School,Crowdfunding,76830,92,30,35431,Fundraiser,Women,Mixed,4,22,0,0,0,0,4
4/5/2025,Gwalior,Clothes Distribution,Festival Donation,NGO Partner,26931,222,20,14864,Fundraiser,All,Teenagers,8,26,0,444,0,0,4.1
4/5/2025,Bhopal,Health Camp,Blood Donation,Crowdfunding,78533,237,26,41645,Distribution Drive,Youth,Mixed,17,23,0,0,0,0,4.6
4/6/2025,Gwalior,Animal Welfare,Animal Care,Crowdfunding,33822,159,9,25232,Awareness Session,Youth,Mixed,3,21,0,0,0,214,4.1
4/6/2025,Pune,Food Distribution,Zero Hunger,NGO Partner,78677,173,15,47516,Fundraiser,All,Adults,4,28,519,0,0,0,4.8
4/6/2025,Delhi,Clothes Distribution,Festival Donation,NGO Partner,77576,110,30,50804,Training,Women,Children,24,34,0,220,0,0,3.7
4/6/2025,Delhi,Health Camp,Medical Camp,Individual,26066,233,10,19035,Camp,Children,Mixed,6,35,0,0,0,0,5
4/6/2025,Pune,Health Camp,Blood Donation,Crowdfunding,28032,178,38,16534,Awareness Session,Children,Adults,6,23,0,0,0,0,3.7
4/7/2025,Jaipur,Women Hygiene,Health Awareness,NGO Partner,67403,144,44,51039,Distribution Drive,Women,Teenagers,10,17,0,0,144,0,4.8
4/7/2025,Lucknow,Clothes Distribution,Winter Warmth,Individual,63755,79,25,50591,Camp,Women,Adults,12,35,0,158,0,0,4.1
4/7/2025,Bhopal,Education,Books for All,NGO Partner,69495,194,45,33291,Fundraiser,Youth,Adults,16,25,0,0,0,0,4.9
4/7/2025,Mumbai,Health Camp,Health Checkup,NGO Partner,70821,72,27,56018,Workshop,Children,Adults,15,29,0,0,0,0,3.7
4/7/2025,Mumbai,Health Camp,Medical Camp,Individual,49341,95,20,38257,Awareness Session,Women,Mixed,9,5,0,0,0,0,5
4/7/2025,Lucknow,Clothes Distribution,Winter Warmth,NGO Partner,79692,101,38,36771,Distribution Drive,Youth,Mixed,7,20,0,202,0,0,4.6
4/8/2025,Noida,Education,Back to School,Individual,64485,87,13,40836,Camp,Women,Mixed,23,6,0,0,0,0,4.3
4/8/2025,Pune,Women Hygiene,Dignity Drive,Corporate,44768,84,29,22034,Workshop,All,Teenagers,21,34,0,0,84,0,4.4
4/8/2025,Pune,Food Distribution,Weekend Meal Drive,Individual,49438,278,24,37596,Awareness Session,Children,Teenagers,7,22,556,0,0,0,3.9
4/8/2025,Mumbai,Health Camp,Blood Donation,Corporate,50325,112,34,29819,Fundraiser,Women,Mixed,12,16,0,0,0,0,3.8
4/9/2025,Delhi,Health Camp,Health Checkup,Individual,73449,291,18,51273,Camp,All,Teenagers,14,13,0,0,0,0,4.7
4/9/2025,Jaipur,Health Camp,Medical Camp,Individual,78507,235,30,58486,Training,Women,Children,15,13,0,0,0,0,4.5
4/9/2025,Delhi,Animal Welfare,Animal Care,Corporate,37193,230,10,21274,Workshop,All,Mixed,24,28,0,0,0,206,4.1
4/9/2025,Indore,Clothes Distribution,Festival Donation,Corporate,41792,152,28,31850,Fundraiser,Women,Adults,9,21,0,152,0,0,4.5
4/10/2025,Delhi,Women Hygiene,Dignity Drive,NGO Partner,58592,143,22,45893,Fundraiser,Women,Teenagers,25,17,0,0,143,0,4.1
4/10/2025,Pune,Health Camp,Blood Donation,Crowdfunding,60633,282,17,43233,Distribution Drive,Children,Adults,11,20,0,0,0,0,4.3
4/10/2025,Ahmedabad,Clothes Distribution,Winter Warmth,NGO Partner,60672,291,17,37377,Workshop,Youth,Teenagers,14,35,0,291,0,0,4.6
4/10/2025,Jaipur,Women Hygiene,Dignity Drive,NGO Partner,50934,315,43,26640,Training,Women,Mixed,12,21,0,0,315,0,4.8
4/11/2025,Noida,Education,Books for All,Individual,37706,201,8,27945,Camp,All,Adults,5,13,0,0,0,0,4
4/11/2025,Indore,Education,Digital Learning,Crowdfunding,55008,144,14,29464,Workshop,All,Teenagers,3,29,0,0,0,0,3.5
4/11/2025,Pune,Clothes Distribution,Hope Closet,Crowdfunding,32459,155,25,22683,Camp,Children,Mixed,20,33,0,310,0,0,4.7
4/11/2025,Lucknow,Education,Digital Learning,Crowdfunding,25842,112,17,16811,Training,Women,Children,14,8,0,0,0,0,3.6
4/11/2025,Indore,Food Distribution,Weekend Meal Drive,Crowdfunding,46202,290,34,29441,Fundraiser,Children,Adults,23,26,870,0,0,0,3.9
4/12/2025,Jaipur,Health Camp,Medical Camp,Individual,27599,88,43,18177,Distribution Drive,All,Teenagers,19,11,0,0,0,0,4.7
4/12/2025,Gwalior,Education,Back to School,Crowdfunding,59004,61,23,26654,Fundraiser,Women,Mixed,20,14,0,0,0,0,4.4
4/12/2025,Ahmedabad,Health Camp,Health Checkup,Crowdfunding,67367,107,31,45750,Camp,Youth,Adults,18,24,0,0,0,0,3.9
4/12/2025,Ahmedabad,Animal Welfare,Street Animal Drive,Crowdfunding,40303,106,21,18295,Awareness Session,All,Mixed,24,26,0,0,0,206,4.6
4/12/2025,Bhopal,Clothes Distribution,Winter Warmth,NGO Partner,62250,328,23,43810,Distribution Drive,Children,Teenagers,7,8,0,328,0,0,3.7
4/13/2025,Pune,Food Distribution,Weekend Meal Drive,Individual,93199,337,39,53935,Awareness Session,Children,Teenagers,24,15,674,0,0,0,3.6
4/13/2025,Delhi,Health Camp,Medical Camp,Individual,66140,130,22,41096,Training,All,Teenagers,13,10,0,0,0,0,4.9
4/13/2025,Pune,Clothes Distribution,Festival Donation,Corporate,58418,130,20,36133,Awareness Session,All,Teenagers,10,7,0,260,0,0,4.5
4/13/2025,Lucknow,Animal Welfare,Animal Care,Corporate,64723,139,28,40331,Fundraiser,All,Children,13,12,0,0,0,138,4.8
4/13/2025,Gwalior,Women Hygiene,Pink Care,Individual,52260,115,36,37100,Awareness Session,Women,Children,5,17,0,0,115,0,4.9
4/13/2025,Mumbai,Animal Welfare,Animal Care,Individual,44560,299,25,34773,Training,All,Mixed,19,9,0,0,0,175,3.6
4/14/2025,Pune,Animal Welfare,Feed the Strays,Crowdfunding,57663,194,13,37564,Awareness Session,All,Adults,20,21,0,0,0,242,3.8
4/14/2025,Indore,Clothes Distribution,Hope Closet,Individual,47687,190,42,32289,Training,Youth,Mixed,25,25,0,380,0,0,3.7
4/14/2025,Noida,Food Distribution,Weekend Meal Drive,Individual,51042,218,14,37920,Training,All,Children,22,13,436,0,0,0,4.6
4/14/2025,Jaipur,Women Hygiene,Pink Care,Corporate,36014,287,19,21444,Training,Youth,Mixed,24,13,0,0,287,0,3.9
4/14/2025,Delhi,Animal Welfare,Feed the Strays,Corporate,22948,58,37,14072,Fundraiser,All,Teenagers,16,34,0,0,0,215,3.9
4/15/2025,Delhi,Clothes Distribution,Hope Closet,Crowdfunding,65868,298,25,40775,Camp,Youth,Mixed,25,34,0,298,0,0,4.6
4/15/2025,Lucknow,Clothes Distribution,Winter Warmth,Crowdfunding,35892,78,44,17186,Awareness Session,Youth,Mixed,25,32,0,78,0,0,4.8
4/15/2025,Jaipur,Animal Welfare,Feed the Strays,Corporate,28936,266,9,16388,Camp,Women,Adults,20,30,0,0,0,174,4.4
4/15/2025,Pune,Education,Back to School,Crowdfunding,66532,305,17,41369,Training,Youth,Mixed,12,35,0,0,0,0,4.2
4/16/2025,Indore,Health Camp,Blood Donation,Corporate,58526,301,29,26594,Fundraiser,Children,Teenagers,15,17,0,0,0,0,4.7
4/16/2025,Mumbai,Women Hygiene,Dignity Drive,Corporate,27918,265,20,22280,Awareness Session,Women,Teenagers,19,9,0,0,265,0,3.5
4/16/2025,Delhi,Women Hygiene,Dignity Drive,NGO Partner,36202,345,17,17528,Awareness Session,Children,Children,18,29,0,0,345,0,3.9
4/16/2025,Indore,Food Distribution,Community Kitchen,Crowdfunding,92566,151,32,47177,Fundraiser,Women,Mixed,6,22,151,0,0,0,4.4
4/16/2025,Indore,Women Hygiene,Pink Care,Individual,68239,277,38,51817,Camp,Women,Mixed,20,13,0,0,277,0,4.7
4/17/2025,Lucknow,Clothes Distribution,Festival Donation,Crowdfunding,70329,335,20,37263,Camp,All,Mixed,18,26,0,670,0,0,4.1
4/17/2025,Delhi,Animal Welfare,Animal Care,NGO Partner,71456,339,42,54847,Workshop,All,Children,25,9,0,0,0,51,4.5
4/17/2025,Gwalior,Health Camp,Health Checkup,Individual,46567,207,38,28437,Workshop,Youth,Children,12,14,0,0,0,0,4.8
4/17/2025,Jaipur,Animal Welfare,Feed the Strays,Corporate,79230,149,22,52324,Fundraiser,Youth,Mixed,5,23,0,0,0,233,3.6
4/17/2025,Ahmedabad,Health Camp,Health Checkup,Individual,73205,305,37,56187,Training,Children,Mixed,11,21,0,0,0,0,3.8
4/18/2025,Gwalior,Animal Welfare,Animal Care,Crowdfunding,66283,185,24,36569,Workshop,All,Children,14,32,0,0,0,116,3.9
4/18/2025,Pune,Food Distribution,Weekend Meal Drive,Corporate,86998,317,14,47399,Camp,Youth,Teenagers,24,9,634,0,0,0,4
4/18/2025,Ahmedabad,Education,Digital Learning,NGO Partner,36983,76,24,29399,Workshop,All,Children,14,35,0,0,0,0,4.7
4/18/2025,Ahmedabad,Education,Back to School,Corporate,66095,120,24,44341,Distribution Drive,Women,Adults,11,24,0,0,0,0,4.6
4/18/2025,Ahmedabad,Food Distribution,Weekend Meal Drive,Individual,54428,181,20,32191,Distribution Drive,Women,Mixed,12,12,543,0,0,0,4.9
4/19/2025,Ahmedabad,Women Hygiene,Dignity Drive,Corporate,30977,284,44,23900,Camp,Women,Teenagers,10,16,0,0,284,0,4.4
4/19/2025,Gwalior,Education,Books for All,Crowdfunding,61775,101,37,29666,Fundraiser,Youth,Teenagers,12,30,0,0,0,0,3.8
4/19/2025,Indore,Education,Back to School,Crowdfunding,24763,257,45,16767,Workshop,Women,Children,15,6,0,0,0,0,4.3
4/19/2025,Delhi,Animal Welfare,Feed the Strays,NGO Partner,63270,328,13,35236,Awareness Session,Women,Adults,6,35,0,0,0,146,4.1
4/20/2025,Bhopal,Women Hygiene,Health Awareness,NGO Partner,46666,264,27,22330,Awareness Session,All,Children,24,14,0,0,264,0,4.6
4/20/2025,Jaipur,Women Hygiene,Health Awareness,NGO Partner,54676,77,23,30108,Workshop,All,Adults,15,19,0,0,77,0,5
4/20/2025,Bhopal,Health Camp,Medical Camp,NGO Partner,20036,286,13,13565,Camp,Women,Teenagers,11,29,0,0,0,0,3.7
4/20/2025,Pune,Education,Digital Learning,Corporate,67154,163,27,42314,Workshop,Children,Children,14,34,0,0,0,0,3.9
4/21/2025,Bhopal,Food Distribution,Zero Hunger,Crowdfunding,92282,309,33,54226,Training,Women,Mixed,7,34,618,0,0,0,4.3
4/21/2025,Lucknow,Education,Digital Learning,Corporate,76437,274,13,43402,Camp,Children,Mixed,18,20,0,0,0,0,4
4/21/2025,Delhi,Women Hygiene,Pink Care,Corporate,32359,192,34,17365,Camp,Women,Mixed,23,33,0,0,192,0,4.9
4/21/2025,Bhopal,Health Camp,Blood Donation,NGO Partner,29051,255,29,15169,Awareness Session,All,Mixed,4,18,0,0,0,0,4.3
4/22/2025,Lucknow,Women Hygiene,Pink Care,Corporate,68849,350,33,44250,Camp,Youth,Mixed,10,23,0,0,350,0,5
4/22/2025,Lucknow,Women Hygiene,Health Awareness,Corporate,76200,235,27,52802,Distribution Drive,Women,Teenagers,21,11,0,0,235,0,4.4
4/22/2025,Mumbai,Education,Digital Learning,Crowdfunding,36980,330,13,17913,Distribution Drive,Children,Teenagers,12,32,0,0,0,0,4.6
4/22/2025,Lucknow,Women Hygiene,Health Awareness,NGO Partner,74890,220,12,36925,Camp,All,Children,23,18,0,0,220,0,4.9
4/22/2025,Noida,Health Camp,Medical Camp,Corporate,43961,270,16,26404,Workshop,All,Teenagers,14,5,0,0,0,0,4.5
4/22/2025,Ahmedabad,Education,Back to School,NGO Partner,72274,265,11,54500,Camp,Children,Children,25,18,0,0,0,0,3.8
4/23/2025,Ahmedabad,Food Distribution,Weekend Meal Drive,Crowdfunding,33782,216,44,18506,Awareness Session,Women,Mixed,12,28,648,0,0,0,4.9
4/23/2025,Mumbai,Animal Welfare,Animal Care,Individual,50203,342,31,35083,Camp,Youth,Children,3,24,0,0,0,244,4.7
4/23/2025,Gwalior,Clothes Distribution,Winter Warmth,Crowdfunding,33031,325,39,16953,Awareness Session,Children,Mixed,11,13,0,650,0,0,4.2
4/23/2025,Mumbai,Animal Welfare,Feed the Strays,Corporate,50755,228,28,26187,Workshop,Youth,Mixed,15,10,0,0,0,241,3.5
4/23/2025,Jaipur,Health Camp,Blood Donation,NGO Partner,59358,206,20,36482,Fundraiser,All,Adults,9,10,0,0,0,0,4.9
4/24/2025,Lucknow,Animal Welfare,Animal Care,NGO Partner,59474,294,35,38586,Awareness Session,Youth,Teenagers,10,30,0,0,0,86,4.7
4/24/2025,Pune,Education,Digital Learning,Individual,44747,142,28,31399,Camp,Youth,Mixed,18,24,0,0,0,0,4.6
4/24/2025,Bhopal,Animal Welfare,Feed the Strays,Corporate,75435,169,13,47566,Fundraiser,Youth,Teenagers,18,7,0,0,0,153,3.7
4/24/2025,Gwalior,Education,Digital Learning,NGO Partner,62809,265,8,36968,Awareness Session,All,Adults,12,21,0,0,0,0,4.8
4/25/2025,Pune,Animal Welfare,Street Animal Drive,Individual,57011,107,21,26713,Workshop,All,Mixed,5,30,0,0,0,198,4.4
4/25/2025,Jaipur,Women Hygiene,Pink Care,Crowdfunding,33504,145,18,22649,Fundraiser,Youth,Teenagers,21,34,0,0,145,0,3.8
4/25/2025,Noida,Women Hygiene,Dignity Drive,NGO Partner,21549,124,23,12975,Distribution Drive,Women,Children,16,30,0,0,124,0,4.1
4/25/2025,Gwalior,Clothes Distribution,Winter Warmth,NGO Partner,21827,88,10,13612,Camp,All,Adults,7,30,0,88,0,0,3.6
4/25/2025,Delhi,Health Camp,Health Checkup,Crowdfunding,53289,303,45,30210,Distribution Drive,Youth,Adults,21,21,0,0,0,0,3.8
4/25/2025,Lucknow,Health Camp,Health Checkup,NGO Partner,61869,209,41,39894,Distribution Drive,All,Mixed,15,21,0,0,0,0,4.9
4/26/2025,Bhopal,Health Camp,Blood Donation,NGO Partner,51180,279,36,37060,Distribution Drive,Women,Mixed,8,5,0,0,0,0,4.6
4/26/2025,Noida,Women Hygiene,Health Awareness,NGO Partner,70636,80,26,36772,Fundraiser,Youth,Teenagers,25,29,0,0,80,0,4.5
4/26/2025,Mumbai,Animal Welfare,Animal Care,Corporate,61339,112,21,37624,Workshop,Children,Children,10,5,0,0,0,129,4.3
4/26/2025,Jaipur,Women Hygiene,Pink Care,Crowdfunding,75585,156,8,52651,Camp,Youth,Children,4,16,0,0,156,0,4.8
4/27/2025,Gwalior,Food Distribution,Community Kitchen,Individual,82133,61,39,52159,Workshop,Children,Children,3,31,183,0,0,0,3.6
4/27/2025,Delhi,Women Hygiene,Pink Care,Crowdfunding,31403,171,21,16752,Distribution Drive,Women,Teenagers,15,28,0,0,171,0,4.2
4/27/2025,Delhi,Clothes Distribution,Hope Closet,Individual,62868,310,26,28870,Training,All,Mixed,24,10,0,620,0,0,4.2
4/27/2025,Noida,Clothes Distribution,Winter Warmth,Crowdfunding,65880,125,9,35863,Fundraiser,Children,Adults,25,32,0,125,0,0,4.7
4/28/2025,Gwalior,Food Distribution,Zero Hunger,Crowdfunding,46280,255,25,25361,Workshop,Women,Adults,24,30,510,0,0,0,4.4
4/28/2025,Mumbai,Clothes Distribution,Festival Donation,Corporate,47513,89,39,27735,Fundraiser,All,Mixed,11,23,0,89,0,0,4.7
4/28/2025,Gwalior,Women Hygiene,Pink Care,NGO Partner,25933,86,28,19147,Camp,Women,Mixed,14,15,0,0,86,0,3.9
4/28/2025,Delhi,Food Distribution,Zero Hunger,Corporate,90035,314,36,50320,Distribution Drive,All,Children,6,20,628,0,0,0,4.7
4/28/2025,Mumbai,Women Hygiene,Dignity Drive,Crowdfunding,47272,136,25,27162,Training,All,Children,7,10,0,0,136,0,4.1
4/29/2025,Noida,Women Hygiene,Health Awareness,Individual,26560,65,20,16560,Camp,Children,Teenagers,21,34,0,0,65,0,5
4/29/2025,Indore,Food Distribution,Zero Hunger,NGO Partner,73941,287,44,44110,Distribution Drive,Youth,Children,5,22,861,0,0,0,4.4
4/29/2025,Mumbai,Animal Welfare,Street Animal Drive,Crowdfunding,36865,107,41,21067,Awareness Session,Children,Adults,11,23,0,0,0,131,4.4
4/29/2025,Mumbai,Animal Welfare,Street Animal Drive,Individual,59660,143,17,43690,Fundraiser,Women,Adults,13,10,0,0,0,200,4.1
4/29/2025,Jaipur,Animal Welfare,Street Animal Drive,NGO Partner,68792,349,18,47195,Training,Children,Mixed,15,32,0,0,0,96,3.8
4/30/2025,Delhi,Food Distribution,Weekend Meal Drive,Crowdfunding,66660,343,10,36753,Camp,All,Adults,15,24,686,0,0,0,5
4/30/2025,Mumbai,Animal Welfare,Feed the Strays,Individual,25146,212,37,19383,Fundraiser,Youth,Children,7,27,0,0,0,199,3.8
4/30/2025,Pune,Education,Books for All,Corporate,50193,212,9,35538,Workshop,Women,Mixed,4,31,0,0,0,0,4.5
4/30/2025,Gwalior,Animal Welfare,Feed the Strays,Individual,43425,284,16,23566,Fundraiser,Women,Mixed,18,25,0,0,0,134,4.1
4/30/2025,Mumbai,Clothes Distribution,Winter Warmth,Corporate,67173,171,28,51459,Camp,Children,Children,23,6,0,342,0,0,4.3
5/1/2025,Mumbai,Food Distribution,Community Kitchen,Crowdfunding,85854,160,44,42733,Awareness Session,Youth,Children,6,16,320,0,0,0,3.9
5/1/2025,Indore,Women Hygiene,Health Awareness,NGO Partner,27219,203,26,13085,Awareness Session,Youth,Adults,20,13,0,0,203,0,3.7
5/1/2025,Delhi,Health Camp,Medical Camp,Individual,24524,63,33,18312,Camp,All,Adults,17,6,0,0,0,0,3.7
5/1/2025,Delhi,Food Distribution,Community Kitchen,NGO Partner,79826,72,29,51366,Fundraiser,Women,Children,7,21,144,0,0,0,4.5
5/2/2025,Gwalior,Health Camp,Health Checkup,NGO Partner,72128,171,26,55568,Training,Youth,Mixed,7,21,0,0,0,0,4.4
5/2/2025,Pune,Food Distribution,Weekend Meal Drive,Corporate,41729,171,26,24432,Camp,Youth,Teenagers,18,33,513,0,0,0,4
5/2/2025,Pune,Health Camp,Medical Camp,NGO Partner,58759,103,22,39343,Awareness Session,Women,Mixed,21,28,0,0,0,0,4.3
5/2/2025,Lucknow,Health Camp,Medical Camp,Corporate,66082,218,34,41642,Workshop,Children,Adults,13,33,0,0,0,0,4.7
5/2/2025,Jaipur,Health Camp,Blood Donation,Crowdfunding,40920,182,42,26356,Training,Children,Children,12,17,0,0,0,0,4.2
5/2/2025,Mumbai,Food Distribution,Weekend Meal Drive,Crowdfunding,42143,300,20,25595,Distribution Drive,Women,Adults,9,18,900,0,0,0,3.9
5/3/2025,Ahmedabad,Women Hygiene,Dignity Drive,Corporate,29658,181,22,15171,Awareness Session,Youth,Mixed,15,14,0,0,181,0,3.6
5/3/2025,Jaipur,Health Camp,Health Checkup,Corporate,53374,110,11,42079,Training,Women,Teenagers,5,5,0,0,0,0,4.3
5/3/2025,Gwalior,Clothes Distribution,Hope Closet,Individual,53780,305,45,26874,Fundraiser,Youth,Children,10,29,0,610,0,0,4.2
5/3/2025,Gwalior,Health Camp,Medical Camp,Individual,37213,158,35,28406,Workshop,Women,Adults,13,17,0,0,0,0,4.3
5/4/2025,Noida,Clothes Distribution,Winter Warmth,Corporate,52057,95,39,28548,Distribution Drive,Women,Teenagers,23,30,0,95,0,0,3.6
5/4/2025,Pune,Animal Welfare,Animal Care,Crowdfunding,76606,269,32,45390,Awareness Session,Children,Teenagers,22,5,0,0,0,207,3.6
5/4/2025,Ahmedabad,Food Distribution,Weekend Meal Drive,Crowdfunding,58591,285,12,28136,Training,Women,Mixed,17,16,285,0,0,0,4.1
5/4/2025,Mumbai,Women Hygiene,Health Awareness,Crowdfunding,63560,264,31,43154,Training,Women,Mixed,17,16,0,0,264,0,4.3
5/4/2025,Jaipur,Food Distribution,Community Kitchen,Individual,52598,124,24,25619,Camp,Women,Children,6,35,248,0,0,0,3.8
5/4/2025,Noida,Clothes Distribution,Festival Donation,Corporate,38050,191,20,23186,Fundraiser,Women,Children,25,5,0,191,0,0,4.7
5/5/2025,Bhopal,Animal Welfare,Animal Care,NGO Partner,45588,224,38,31594,Workshop,All,Teenagers,19,16,0,0,0,165,5
5/5/2025,Noida,Women Hygiene,Pink Care,Corporate,46623,216,28,34543,Training,Youth,Teenagers,19,20,0,0,216,0,4
5/5/2025,Bhopal,Food Distribution,Zero Hunger,Individual,82947,104,11,55154,Fundraiser,Youth,Children,25,7,208,0,0,0,4.8
5/5/2025,Delhi,Clothes Distribution,Winter Warmth,Crowdfunding,32134,88,16,15312,Awareness Session,Youth,Adults,17,22,0,88,0,0,3.8
5/6/2025,Noida,Food Distribution,Weekend Meal Drive,Individual,48949,176,39,28452,Training,Women,Teenagers,21,10,528,0,0,0,3.8
5/6/2025,Ahmedabad,Clothes Distribution,Festival Donation,Crowdfunding,49811,116,30,35775,Workshop,All,Mixed,14,9,0,116,0,0,3.9
5/6/2025,Delhi,Health Camp,Health Checkup,NGO Partner,33098,204,36,24810,Fundraiser,All,Children,4,33,0,0,0,0,4.3
5/6/2025,Pune,Food Distribution,Weekend Meal Drive,Crowdfunding,100659,64,12,54935,Camp,Youth,Mixed,4,18,192,0,0,0,4.8
5/7/2025,Pune,Health Camp,Health Checkup,Corporate,72890,112,32,43772,Awareness Session,All,Adults,22,29,0,0,0,0,3.7
5/7/2025,Indore,Health Camp,Medical Camp,Crowdfunding,20008,232,32,15924,Awareness Session,Women,Adults,14,28,0,0,0,0,4.4
5/7/2025,Lucknow,Women Hygiene,Health Awareness,Corporate,67202,210,45,44888,Training,Children,Mixed,19,9,0,0,210,0,3.7
5/7/2025,Ahmedabad,Health Camp,Medical Camp,Individual,53113,249,16,26960,Training,Women,Adults,19,22,0,0,0,0,3.8
5/8/2025,Mumbai,Food Distribution,Community Kitchen,Individual,64427,328,16,50769,Workshop,Children,Mixed,15,5,328,0,0,0,4.5
5/8/2025,Ahmedabad,Education,Digital Learning,NGO Partner,69530,243,12,54732,Camp,Women,Children,12,19,0,0,0,0,3.7
5/8/2025,Bhopal,Food Distribution,Community Kitchen,Crowdfunding,36094,304,37,16781,Camp,Children,Adults,21,23,608,0,0,0,4.5
5/8/2025,Ahmedabad,Clothes Distribution,Winter Warmth,Corporate,42701,63,43,29014,Camp,Youth,Adults,25,21,0,126,0,0,4.4
5/8/2025,Noida,Food Distribution,Weekend Meal Drive,Individual,44956,239,39,25026,Training,Youth,Mixed,18,17,717,0,0,0,3.9
